channel,message_id,date,text,views,forwards,media_type,image_path
lobelia4cosmetics,26596,2026-06-25 10:17:17+00:00,"**Mini Drop Iron 
Price 4000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",187,0,photo,data\raw\images\lobelia4cosmetics\26596.jpg
lobelia4cosmetics,26595,2026-06-25 10:17:17+00:00,"**Kids **Magnesium Glycinate 60 Gummies **
Price 8500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",180,0,photo,data\raw\images\lobelia4cosmetics\26595.jpg
lobelia4cosmetics,26594,2026-06-25 10:17:17+00:00,"**D3+K2 **Baby Drop**
Price 4000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",266,1,photo,data\raw\images\lobelia4cosmetics\26594.jpg
lobelia4cosmetics,26593,2026-06-25 10:17:16+00:00,"**DHA DROP 
Price 4000 birr 
Telegram ****https://t.me/lobelia4cosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr**",305,1,photo,data\raw\images\lobelia4cosmetics\26593.jpg
lobelia4cosmetics,26592,2026-06-25 10:17:16+00:00,"**Mini **Multivitamin drop **
Price 4000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",238,0,photo,data\raw\images\lobelia4cosmetics\26592.jpg
lobelia4cosmetics,26591,2026-06-25 05:44:10+00:00,"**GLUCERNA FOR DIABETES 400GM
Price 5000 birr 
Telegram ****https://t.me/lobelia4cosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",318,0,photo,data\raw\images\lobelia4cosmetics\26591.jpg
lobelia4cosmetics,26590,2026-06-25 05:44:10+00:00,"NIDO 1.8kg**
Price 7000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",253,1,photo,data\raw\images\lobelia4cosmetics\26590.jpg
lobelia4cosmetics,26589,2026-06-25 05:44:10+00:00,"NIDO 2.2kg**
Price 10000 birr 
Telegram ****https://t.me/lobelia4cosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",169,1,photo,data\raw\images\lobelia4cosmetics\26589.jpg
lobelia4cosmetics,26588,2026-06-25 05:44:10+00:00,"**Aptamil No.2
Price 6000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",169,1,photo,data\raw\images\lobelia4cosmetics\26588.jpg
lobelia4cosmetics,26587,2026-06-25 05:44:10+00:00,"**Aptamil No.3
Price 5500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",165,1,photo,data\raw\images\lobelia4cosmetics\26587.jpg
lobelia4cosmetics,26586,2026-06-25 05:44:10+00:00,"Aptamil No.1**
Price 5500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",219,1,photo,data\raw\images\lobelia4cosmetics\26586.jpg
lobelia4cosmetics,26585,2026-06-25 05:44:10+00:00,"**Replace 850gm **For Diabetes **
Price 9500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",274,1,photo,data\raw\images\lobelia4cosmetics\26585.jpg
lobelia4cosmetics,26584,2026-06-24 14:33:55+00:00,"COLLAGEN POWDER 241gm**
Price 5000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",993,4,photo,data\raw\images\lobelia4cosmetics\26584.jpg
lobelia4cosmetics,26583,2026-06-24 13:57:33+00:00,"Coconut oil 2L**
Price 8500 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",512,2,photo,data\raw\images\lobelia4cosmetics\26583.jpg
lobelia4cosmetics,26582,2026-06-24 13:57:33+00:00,"**EOS LOTION 
Price 5000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",440,1,photo,data\raw\images\lobelia4cosmetics\26582.jpg
lobelia4cosmetics,26581,2026-06-24 13:57:33+00:00,"**EOS **LOTION **
Price 5000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",339,1,photo,data\raw\images\lobelia4cosmetics\26581.jpg
lobelia4cosmetics,26580,2026-06-24 13:57:33+00:00,"**ECO **GEL **
Price 3000 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",509,0,photo,data\raw\images\lobelia4cosmetics\26580.jpg
lobelia4cosmetics,26579,2026-06-24 13:57:32+00:00,"**EUCERIN ANTI PIGMENT DUAL SERUM 
Price 9000 birr 
Telegram ****https://t.me/lobelia4cosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 200 ብር
For delivery option fees are from 70 birr - 200 birr**",310,0,photo,data\raw\images\lobelia4cosmetics\26579.jpg
lobelia4cosmetics,26578,2026-06-24 13:57:32+00:00,"EUCERIN ANTI PIGMENT CLEANSER **
Price 7000 birr 
Telegram :-****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr -500 birr**",281,0,photo,data\raw\images\lobelia4cosmetics\26578.jpg
lobelia4cosmetics,26577,2026-06-24 13:57:32+00:00,"**arm & Hammer **deodorant **
Price 2200 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",340,0,photo,data\raw\images\lobelia4cosmetics\26577.jpg
lobelia4cosmetics,26576,2026-06-24 13:57:32+00:00,"**Gillette **Deodorant **
Price 2200 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",273,0,photo,data\raw\images\lobelia4cosmetics\26576.jpg
lobelia4cosmetics,26575,2026-06-24 13:57:32+00:00,"**OLD **SPICE DEODORANT **
Price 2200 birr 
Telegram ****@Lobeliacosmetics****
Msg👉 Lobelia pharmacy and cosmetics 
☎️ call ****0911562031****/0911587703
Adress:- Infront of Bole Medhanialem high school 
ALEMNESH PLAZA GROUND FLOOR 
Open Monday - Monday from 8am until midnight ከሰኞ - እስከ ሰኞ  ከጧቱ 2:00 ስዓት - እስከ ምሽቱ 6:00 ሰዓት
🏍🏍🏍 የትራንስፖርት አማራጭ ከ70 - 500 ብር
For delivery option fees are from 70 birr - 500 birr**",314,0,photo,data\raw\images\lobelia4cosmetics\26575.jpg
tikvahpharma,196407,2026-06-28 06:31:35+00:00,"**TIKVAH SALES 
****📊**** Product List**
**__(Pharmacological Order)__**

**🏆****Daily Hot Item

****🔥****Dexa inj.=14
****🔥****Prednisolon=200
****🔥****AmoxVlav 1g=440
****🔥****Cipro 500=380
****🔥****Dzire 50mg** of 4=20

🦠** Anti-Infectives**
**Antibiotics**
• Cipro 500 tab
• Amyn 500 Cap
• Amyn Sus 125 mg
• Amyn Sus 250 mg
• Amoxyclav 156.25 Sus
• Amoxyclav 312.5 Sus
• Azitro Sus 15 ml
• Azitro Sus 30 ml
• CACHMAX 400
• Cephalexin Sus 125 mg
• Cephalexin Sus 250 mg
• Cloxacillin Sus (With PK)
• Cloxacillin Sus (Without PK)
• Doxycycline 100 Cap
• Genta Inj
• Injxone 1 g
• Metro Sus
• Moxipil 1 g
• Procaine Penicillin
**Antifungals**
• Clotrimazole Cream
• Miconazole Oral Gel
• **Clotrimazole Vag
100 mg (Clotrisan V6)** 
**Antivirals**
• Aciclovir Cream
• Acyclovir 200 Cap
**Antiprotozoals**
• Tinidazole 500
**Anthelmintics**
• Albezole 400
• X-Worm 500
**Steroids**
• **Prednisolone 5 mg **
**Diagnostics**
• Malaria Pf/Pv Ag Device
**🩺**** Gastrointestinal**
**Anti-Ulcer**
• Corasil Tabs
• Esostar 20
• INNOXIUM Inj
• Nexap 20
• Nexap 40
• Omi Inj
**Antiemetics**
• Babynorm Plazil Drops
• Metoclopramide Drops
• Metoclopramide Inj
• Metoclopramide Syrup
• Metoclopramide Tabs
• Ondansetron Inj
• Stomam Inj
• Stomam Syrup
🤧** Allergy & Respiratory**
**Antihistamines**
• Cetirizine 10
• CPM Syrup
• Dexchlor Tabs
• Diphenhydramine Syrup
• Glorat 10
• Levocetirizine 5
• Loratadine Syrup
**Bronchodilators**
• Salbutamol 4
**Cough & Cold**
• Cofgel Syrup
• Coliza Drops
• Dexglo Syrup
• Guaifenesin Syrup
• Supril Lozenges
💊** Analgesics & Anti-Inflammatories**
**NSAIDs**
• Aspirin 81
• Diclofenac Plus Gel
• Ibuprofen Sus
• Indometacin Sup
• Meloxicam 15
**Analgesics & Antipyretics**
• **Paracetamol 500 mg**
**Steroids**
• Biosone 100
• Dexa Inj
• Hydro Inj 100
• Ino-Dexason
**Opioids**
• Klamadol Inj
• Tramadol Inj
**❤️‍🔥**** Cardiovascular**
**Antihypertensives**
• Adipin 5
• Adipin 10
• Amlodipine 10
• AMVASC 5
• AMVASC 10
• Enalapril 10
**Diuretics**
• Alctone 25
• Furosemide 40
• Furosemide Inj
**Anticoagulants**
• Heparin Inj
**Lipid Lowering Agents**
• Atorvastatin 20
• Atorvastatin 40
**🩸 Endocrine & Hematinics**
**Antidiabetics**
• Formentin 500
• ME-500
• Metformin 500
👍**Vitamins & Hematinics**
• Ferrous Sulfate 325
• Ferus + Folic Acid
• Folic Acid 5
🧠** CNS**
**Antidepressants**
• Fluoxetine 20
**Antipsychotics**
• Olanz 5
**Anticonvulsants**
• Carbamazepine 200
• Phenobarbital 100
**Anxiolytics**
• Diazepam 5
**🧴 Dermatology**
**Topicals**
• Clobetasol Cream
👁** Eye & Ear**
**Ophthalmic Preparations**
• Cipro E/E Drops
💧** Fluids & Electrolytes**
• Dextrose 40%
• Potassium Chloride 600
💉** Injectable & Anesthetics**
• Hyoscine Inj
• Lidocaine Inj
**😍****Pediatric Products**
• MYTIAZEE Sus
• Polymol Syrup
**🚹**** Men's Health**
**Phosphodiesterase-5 Inhibitors**
• Vasigra 50
• **Sildenafil 50 mg (Dzire 50)**
**🌿 Miscellaneous**
• Castor Oil
🧪** Diagnostic Kits**
• H. pylori Ag Strip
• HBsAg Strip
• HCG Strip
• HCV Strip
• Syphilis Strip
🩺** Surgical & 
Medical Supplies** 
🤩**Sutures**
• Catgut D/F
• Chromic Catgut
• Silk D/F
• Vicryl D/F
🏥**Bandages & Dressings**
• E/Bandage 7.5 × 5
• E/Bandage 10 × 5
• E/Bandage 12.5 × 5
• First Aid Bandage
• Gauze Swab 10 × 10
• POP 10 × 3
• POP 15 × 3
🩹**Zinc Oxide Plaster**
• ZOP 2.5 × 5
• ZOP 5 × 5
• ZOP 7.5 × 5
• ZOP 7.5 × 10
• ZOP 12.5 × 5
• ZOP 12.5 × 10
🧑‍🔬**Laboratory Items**
• Blood Lancet
• Safety Lancet
• EDTA Glass Tube
• EDTA PET Tube
• ESR PET Tube
• Frosted Slide
• Plain Slide
🧤**Gloves**
• E/Glove Powdered
**Needles & Blades**
• Syringe 5 ml
• Syringe 10 ml
• Spinal Needle
• Surgical Blade
**Tubes & Catheters**
• ETT
• NG Tube
• Urine Bag 2 L
🔰** Ready Stock**
💰** Competitive Prices**
**📕 Long Expiry**
**🚚 Fast Delivery**
🤙** Orders & Inquiries**
+251917176560
**✉️**** Telegram**
@tikvah_sales",53,0,none,
tikvahpharma,196406,2026-06-28 06:23:50+00:00,",VACCANCY ANNOUNCEMENT
 21/10/2018
DRUGIST  WZ OUT. or JUNIOR PHARMACY 1 YEARS PLACES LEBU
SENIOR  DRUGIST  WZ LICENSE HAILE GAREMET
JUNIOR  PHARMACY 1 YEARS OR JUNIOR DRUGIST 2 YEARS  &aBOVE DISPESING 4 KILO
SURGEN  2 YERERS  GONDER
INTERNIST  3 YEARS ADIS ABEBA
SENIOR DRUGIST WZ LICENSE DISPESING
HAYATE 49
SEFRA
DENTAL  2 YEARS TAFO
SENIOR PHARMACIST WZ  LICENSE
 22 
GERJI
BULEBULA
ALEM BANK
KERANEYO
SENIOR DRUGIST WZ LICENSE 
 SEFERA
KOYE
SULULETA
0983848760
0908299838",66,0,none,
tikvahpharma,196405,2026-06-28 06:04:06+00:00,"**☘NEW IMPORTED ITEMS🍀

🌿Ultrasound 
     🍃__MINDRAY DP-18
     🍃MINDRAY DC-30__** 
**
🌿Hematology Analyzer
     🍃__ZYBIO__**__ **Z3**
     🍃**ZYBIO Z50**__
**
🌿Fully Auto Chemistry Analyzer
     🍃__ZYBIO EXC200__**
**
🌿Microscope
      🍃__MAGNUS Theiafi / MLX21i__**
**
🌿Anesthesia Machine 
      🍃 __MINDRAY A1__**
**
🌿Ventilator 
      🍃__MINDRAY SV300__ **
**
🌿Patient Monitors 
      🍃__MINDRAY uMEC100
       🍃MINDRAY uMEC150__**
**
🌿Defibrillator 
      🍃__MINDRAY BeneHeart D30__**
**
🌿ECG 
      🍃__Mindray BeneHeart R12__** 
**
🌿OR Light
      🍃__MINDRAY HyLED C8/C7 Double head ceiling__**
      🍃**__MINDRAY__** **__HyLED C7M Mobile__**
**
🌿OR Table 
      🍃__MINDRAY UniBase 30__**
**
🌿Infusion Pump 
      🍃__MINDRAY BeneFusion Uvp __**
**
🌿Infusion Syringe Pump 
      🍃__MINDRAY BeneFusion USP __**
**
🌿Vital sign Monitor 
      🍃__MINDRAY VS-600 __**
**
🌿Reagents
     🍃__ZYBIO Z3 Diluent ( 20L)
     🍃ZYBIO Z3 Lyse (500ml)
     🍃ZYBIO Z50 DN Diluent (20L)
     🍃ZYBIO Z50 LB Lyse (500ml)
     🍃ZYBIO Z50 LD Lyse (500ml)
     🍃ZYBIO Prob Cleanser__** (**__50ml×2__)

📍GIFTED HANDS TRADING PLC

Contact person  Bezawit A. (Biomedical Engineer)
☎️ 0941624484
      0947790000**
      **
📩DM ****@Tiwa_A**",72,0,none,
tikvahpharma,196404,2026-06-28 05:01:43+00:00,"PHARMAKON TRADING HOUSE PLC

    June/2026
       ✈️ New arrival  ✈️ 

👨‍🦽 wheelchair adult

👨‍🦽 wheelchair child 

▪️.MICROSCOPE SLIDE FROSTED..

▪️ MICROSCOPE NON FROSTED 

▪️  COVER SLIDE 22X22.

▪️ YELLOW TIP OF 1000

▪️ BLUE TIP OF 500

▪️CONICAL TEST TUBE 15ML OF 100.

▪️  CONIAL TUBE WITH OUT CUP 15ML.

▪️CONICAL TEST TUBE 10ML OF 100

▪️ MICROCENTRIFUGE 1.5ML

▪️CRYOTUBE 1.8ML / NUNC TUBE

▪️PASTURE PIPETE 3ML of 500..

▪️PETRIDISH...

🖱FACE MASK 3 Layer

   ♟  Blood Collection 
1,EDTA GLASS
2,EDTA PLASTIC 
3,SST PLASTIC 
4,ESR TUBE
5,PLAIN TUBE
6,PT TUBE
7,EDTA K2 GLASS.(PPT TUBE)
8,HEPARINE tube of100 

🧤Examination glove powdered
🖱Ultrasound jel  5kg

🛏️.Examination bed 
🛏️ crash cart [Emergency trolley]
🛏️ stool chair 

   ♟ Lab Kit

1, HCG of 50.... 

1Adhesive Plaster
¤2.5*5
¤5*5
¤7.5*5
¤10*5
¤ 12.5*5
2First aid plaster

  ♟Orthopedic items
1, Cotton Pad
     15cm x3m ..
      10cm x3m....
        7.5cm*3
2,POP  7.5*3
              10*3
              15*3           
3,Elastic bandages 
            7.5*5
            12.5*5
      ♟SUTURINGS
1cut gut 1round..
2,cut gut 2round 
3,Silk 2/0 cutting .
4,Silk 1 round 
5,Silk 2 round 
6,Silk 3/0cutting 


♟ Laboratory Instruments 

1,Centrifuge 12 hole digital ,(DLAB)
2,Shaker (DLAB)
3,micropipette (DLAB)
      5-50uL
4,ESR RACK 30MINUTE

    ♟   IMMAGING CONSUMABLES 
1,ECG PAPER 210*295.
2,ECG PAPER  10*140(zfold)
3,ECG paper 210*140mm roll..
4,ECG paper 110*140 ..z fold 

     ♟MEDICAL CONSUMABLE 
0,Tongue depressor 
1,Epidural kit 18...
2, Endotracheal Tube ..
   ¤Size 2.5, 3, 3.5, 4, 4.5, 5 & 5.5      
3,Endotracheal Tube..
     ¤size 6,7 & 7.5      
4,Folly Catheter Two way.
    ¤ 18    
5,NG Tubes...
         ¤ Size 16 &18 
6,Spinal needles...
      ¤size  21,22,23 & 24
7,URINE BAG 2000ML..

    ♟GENERAL LAB ITEM
1,Nunc tube 1.8ml
2 ,Cover glass  24*50
4,Autoclave indicator
5,Capillary tube with &without heparin .
6,specimen bag of 100
8,lense paper 100....
9,Innoculation loops 
10µl of 100..
1µl of 100...
12, Twisted blood lancet....
 13 Automatic blood lancet
14,Applicator Stick w/out cotton
✒️of 1000..
✒️of 100...
15Applicator stick.with cotton of 100
18,E.S.R.pipetes, glass..
19,counting chamber.(WBC).
20, Conical tube 15ml.without cup of 100..
21, conical centrifuge tube 50m with cup
¤of 50...
¤ of 25

      ♟Dust material 
1,sharp  container 5L PLASTIC...
      ♟SURGICAL BLAD
,.Surgical blades
  Size  ,#15,,#23 &24  .

   ♟ FORCEPS   $SCISSORS
1Forceps jar
2,mosquito forceps Straight &curved  12.5cm.
3,Towl clump forceps...
4, umbilical cord scissor10cm.
6,Spencer well ligature.scissor 14.5 cm.....
7,gigli handle..

0915407070  Anwar
0921058468  NEjib 
0944703333 selhadin 
0944573333 mebratu
0944603333 semira 
@pharmainfocenter",103,0,none,
tikvahpharma,196403,2026-06-28 04:30:11+00:00,"Mount Trading PLC
Great news for hospitals, clinics, and wholesalers.
💥New arrival💥
Mindray PMLS products :
Mechanical ventilator sv300
OR table unibase 30
ECG with trolley 
ECG without trolley
Patient monitor
Vital sign with trolley 
Vital sign without trolley  
Infusion pump
Mox 2
Mox 3
ECG paper A4

Test strips :
1. HCV Strip of 50 tests
2. Syphilis Strip of 50 tests
3. Syphilis Strip of 25 tests
4. H. Pylori Ab Strip of 50 tests
5. H. Pylori Ag Strip of 50 tests
6. HBS Ag Strip of 50 tests
7. HBS Ab Strip of 50 tests


Hospital Furniture 

👉 Patient Bed - 2 Function  

👉 Patient Bed - 3 Function
 
👉 Medical

👉 Examination Couch with crank

👉 Delivery Couch (Gyn Bed) 

👉 Crash Cart (Emergency Trolley) 

👉 Laboratory Stool Chair with Backrest 

Hospital Holloware:

👉Dressing Drum Large
👉Dressing Drum Medium
👉Dressing Drum Small
👉kidney dish large
👉kidney dish medium
👉kidney dish small
👉surgical tray with cover medium
👉Forceps jar small
👉Forceps jar medium

Yuwell brand:

👉Oxygen concentrator 5L
👉Suction Machine
👉Nebulizer
👉Stethoscope 

Contact: 📞0991321423/0961515122                  

Telegram: https://t.me/mounttra
TikTok: @mounttrading36
LinkedIn: http://linkedin.com/in/mount-trading-plc-mount-033a96364
Website: mounttradinget.com",92,0,none,
